Event_ID,Event_Date,Company_ID,Student_ID,Job_ID,Event_Type,Skill,Region,Experience_Years,Job_Openings,Application_Status,Processing_Time_Hours,Search_Time_Seconds,Consent_Status
E00204,2025-03-03 00:02:24.240,Company_080,Student_0092,J0108,Student Applied,Tableau,South,0,9,Pending,71.5,8.87,Yes
E00205,2025-03-03 07:15:07.513,Company_003,Student_0170,J0024,Company Posted,Marketing,Central,4,8,Rejected,18.1,11.11,No
E00206,2025-03-03 14:27:50.785,Company_020,Student_0061,J0081,Student Applied,Power Bi,Central,3,2,Shortlisted,63.1,9.27,Yes
E00207,2025-03-03 21:40:34.057,Company_059,Student_0022,J0202,Company Shortlisted,Power Bi,South,4,3,Applied,60.0,7.3,Yes
E00208,2025-03-04 04:53:17.329,Company_036,Student_0149,J0158,Company Posted,Finance,West,2,2,Shortlisted,17.0,2.71,Yes
E00209,2025-03-04 12:06:00.601,Company_019,Student_0070,J0120,Student Applied,Finance,Central,2,8,Applied,29.4,8.17,Yes
E00210,2025-03-04 19:18:43.873,Company_067,Student_0001,J0059,Student Applied,Sql,East,4,6,Applied,30.1,7.67,No
E00211,2025-03-05 02:31:27.145,Company_019,Student_0133,J0215,Student Applied,Sql,West,2,6,Shortlisted,70.5,7.43,Yes
E00212,2025-03-05 09:44:10.417,Company_020,Student_0233,J0128,Company Posted,Unknown,North,3,9,Pending,13.8,6.13,Yes
E00213,2025-03-05 16:56:53.689,Company_071,Student_0012,J0209,Student Applied,Excel,West,1,8,Shortlisted,57.7,6.58,Yes
E00214,2025-03-06 00:09:36.962,Company_052,Student_0090,J0114,Company Shortlisted,Python,North,2,4,Rejected,24.7,4.35,No
E00215,2025-03-06 07:22:20.234,Company_033,Student_0046,J0115,Company Posted,Excel,North,2,4,Applied,52.9,6.47,Yes
E00216,2025-03-06 14:35:03.506,Company_040,Student_0034,J0209,Company Posted,Java,Central,4,9,Applied,30.8,2.77,Yes
E00217,2025-03-06 21:47:46.778,Company_039,Student_0177,J0014,Company Shortlisted,Finance,Central,3,1,Applied,42.1,9.76,Yes
E00218,2025-03-07 05:00:30.050,Company_001,Student_0078,J0009,Company Posted,Java,East,1,2,Shortlisted,60.1,2.64,No
E00219,2025-03-07 12:13:13.322,Company_011,Student_0218,J0040,Company Shortlisted,Tableau,West,4,2,Pending,58.1,1.48,No
E00220,2025-03-07 19:25:56.594,Company_057,Student_0045,J0194,Student Applied,Power Bi,North,4,6,Rejected,62.5,5.52,Yes
E00221,2025-03-08 02:38:39.866,Company_050,Student_0155,J0025,Company Posted,Unknown,Central,5,4,Applied,5.2,8.07,Yes
E00222,2025-03-08 09:51:23.139,Company_023,Student_0073,J0103,Company Shortlisted,Power Bi,West,3,10,Applied,50.1,5.53,Yes
E00223,2025-03-08 17:04:06.411,Company_031,Student_0026,J0201,Student Applied,Marketing,Central,1,3,Shortlisted,10.9,3.68,Yes
E00224,2025-03-09 00:16:49.683,Company_042,Student_0249,J0022,Student Applied,Unknown,Central,3,3,Applied,30.5,6.92,Yes
E00225,2025-03-09 07:29:32.955,Company_007,Student_0047,J0004,Student Applied,Marketing,North,1,3,Rejected,39.9,4.49,Yes
E00226,2025-03-09 14:42:16.227,Company_016,Student_0121,J0154,Student Applied,Python,North,3,6,Rejected,29.6,11.23,Yes
E00227,2025-03-09 21:54:59.499,Company_060,Student_0214,J0186,Company Posted,Sql,Central,4,8,Shortlisted,37.9,11.11,No
E00228,2025-03-10 05:07:42.771,Company_002,Student_0239,J0029,Student Applied,Power Bi,South,4,7,Pending,71.8,6.28,Yes
E00229,2025-03-10 12:20:26.043,Company_001,Student_0056,J0109,Company Shortlisted,Python,Central,0,4,Applied,10.6,4.27,Yes
E00230,2025-03-10 19:33:09.316,Company_048,Student_0094,J0098,Company Posted,Data Analysis,Central,2,4,Applied,49.0,8.98,Yes
E00231,2025-03-11 02:45:52.588,Company_012,Student_0107,J0215,Student Applied,Java,East,5,10,Applied,29.1,0.92,Yes
E00232,2025-03-11 09:58:35.860,Company_069,Student_0063,J0037,Company Posted,Python,East,3,2,Applied,10.4,5.96,Yes
E00233,2025-03-11 17:11:19.132,Company_037,Student_0048,J0075,Company Shortlisted,Python,East,5,1,Rejected,12.3,4.37,Yes
E00234,2025-03-12 00:24:02.404,Company_032,Student_0061,J0070,Company Posted,Java,South,0,9,Shortlisted,68.4,11.09,Yes
E00235,2025-03-12 07:36:45.676,Company_009,Student_0081,J0146,Company Shortlisted,Power Bi,South,2,2,Applied,63.5,0.64,Yes
E00236,2025-03-12 14:49:28.948,Company_019,Student_0026,J0128,Student Applied,Power Bi,Central,3,8,Applied,65.4,6.86,No
E00237,2025-03-12 22:02:12.220,Company_048,Student_0036,J0085,Company Posted,Java,East,1,9,Applied,71.4,9.02,Yes
E00238,2025-03-13 05:14:55.492,Company_080,Student_0001,J0042,Company Posted,Marketing,South,2,4,Applied,15.8,6.08,Yes
E00239,2025-03-13 12:27:38.765,Company_003,Student_0008,J0100,Company Posted,Data Analysis,North,4,8,Rejected,26.2,1.48,Yes
E00240,2025-03-13 19:40:22.037,Company_020,Student_0113,J0041,Student Applied,Tableau,Central,0,9,Applied,48.5,11.68,No
E00241,2025-03-14 02:53:05.309,Company_024,Student_0099,J0166,Company Posted,Data Analysis,West,2,10,Applied,35.3,6.46,Yes
E00242,2025-03-14 10:05:48.581,Company_054,Student_0180,J0034,Company Shortlisted,Power Bi,Central,2,10,Applied,30.7,7.56,No
E00243,2025-03-14 17:18:31.853,Company_033,Student_0207,J0017,Student Applied,Sql,West,4,5,Pending,26.4,3.22,Yes
E00244,2025-03-15 00:31:15.125,Company_024,Student_0047,J0165,Company Posted,Excel,East,3,7,Shortlisted,43.2,6.06,Yes
E00245,2025-03-15 07:43:58.397,Company_075,Student_0127,J0153,Student Applied,Python,West,1,10,Applied,41.9,5.44,Yes
E00246,2025-03-15 14:56:41.669,Company_072,Student_0056,J0122,Student Applied,Java,East,4,4,Shortlisted,12.5,1.36,No
E00247,2025-03-15 22:09:24.942,Company_036,Student_0214,J0076,Company Posted,Java,North,1,1,Rejected,34.5,1.72,Yes
E00248,2025-03-16 05:22:08.214,Company_038,Student_0014,J0087,Company Posted,Python,West,3,3,Pending,40.3,10.13,Yes
E00249,2025-03-16 12:34:51.486,Company_025,Student_0218,J0117,Company Posted,Excel,Central,2,5,Applied,41.5,3.26,Yes
E00250,2025-03-16 19:47:34.758,Company_018,Student_0028,J0106,Student Applied,Tableau,East,1,3,Pending,15.9,2.74,Yes
E00251,2025-03-17 03:00:18.030,Company_066,Student_0215,J0086,Student Applied,Excel,Central,0,7,Pending,53.7,6.31,Yes
E00252,2025-03-17 10:13:01.302,Company_054,Student_0078,J0213,Student Applied,Excel,South,0,9,Pending,2.8,9.34,Yes
E00253,2025-03-17 17:25:44.574,Company_035,Student_0216,J0027,Company Shortlisted,Excel,East,4,6,Shortlisted,26.2,1.21,No
E00254,2025-03-18 00:38:27.846,Company_080,Student_0130,J0057,Company Shortlisted,Tableau,West,3,10,Shortlisted,56.4,7.13,Yes
E00255,2025-03-18 07:51:11.119,Company_061,Student_0109,J0031,Student Applied,Tableau,East,4,1,Applied,41.0,1.87,Yes
E00256,2025-03-18 15:03:54.391,Company_041,Student_0154,J0134,Company Shortlisted,Power Bi,Central,4,7,Rejected,19.5,0.92,No
E00257,2025-03-18 22:16:37.663,Company_033,Student_0014,J0219,Company Posted,Python,North,5,3,Shortlisted,50.3,1.11,No
E00258,2025-03-19 05:29:20.935,Company_068,Student_0187,J0168,Company Posted,Tableau,East,4,5,Rejected,41.3,10.09,Yes
E00259,2025-03-19 12:42:04.207,Company_033,Student_0056,J0098,Company Posted,Tableau,West,5,10,Shortlisted,57.5,1.86,No
E00260,2025-03-19 19:54:47.479,Company_014,Student_0115,J0012,Student Applied,Power Bi,South,0,4,Rejected,53.2,1.02,Yes
E00261,2025-03-20 03:07:30.751,Company_021,Student_0007,J0053,Student Applied,Java,North,0,10,Rejected,44.3,5.54,Yes
E00262,2025-03-20 10:20:14.023,Company_048,Student_0003,J0199,Company Shortlisted,Power Bi,South,4,5,Applied,35.7,10.21,Yes
E00263,2025-03-20 17:32:57.295,Company_020,Student_0111,J0138,Company Posted,Marketing,East,0,5,Rejected,10.5,3.52,Yes
E00264,2025-03-21 00:45:40.568,Company_008,Student_0151,J0173,Company Posted,Marketing,Central,3,6,Shortlisted,19.6,5.35,Yes
E00265,2025-03-21 07:58:23.840,Company_007,Student_0238,J0145,Student Applied,Sql,Central,5,10,Rejected,30.8,0.96,Yes
E00266,2025-03-21 15:11:07.112,Company_067,Student_0107,J0154,Company Shortlisted,Excel,Unknown,5,10,Shortlisted,43.6,5.66,Yes
E00267,2025-03-21 22:23:50.384,Company_017,Student_0239,J0213,Company Posted,Python,Central,4,6,Applied,37.5,7.14,Yes
E00268,2025-03-22 05:36:33.656,Company_033,Student_0237,J0220,Student Applied,Finance,North,0,8,Pending,21.5,7.07,Yes
E00269,2025-03-22 12:49:16.928,Company_048,Student_0018,J0190,Company Posted,Data Analysis,Central,1,8,Applied,1.5,4.32,Yes
E00270,2025-03-22 20:02:00.200,Company_076,Student_0250,J0122,Company Posted,Power Bi,West,5,9,Rejected,36.2,4.13,Yes
E00271,2025-03-23 03:14:43.472,Company_059,Student_0038,J0046,Company Shortlisted,Java,East,4,8,Shortlisted,21.3,1.73,Yes
E00272,2025-03-23 10:27:26.745,Company_022,Student_0227,J0064,Company Shortlisted,Data Analysis,East,4,2,Shortlisted,53.2,4.72,Yes
E00273,2025-03-23 17:40:10.017,Company_030,Student_0115,J0130,Company Posted,Java,Central,3,10,Applied,2.7,1.64,Yes
E00274,2025-03-24 00:52:53.289,Company_038,Student_0015,J0054,Company Shortlisted,Data Analysis,South,2,1,Shortlisted,42.5,9.32,No
E00275,2025-03-24 08:05:36.561,Company_051,Student_0192,J0107,Student Applied,Power Bi,East,2,10,Applied,67.8,11.61,Yes
E00276,2025-03-24 15:18:19.833,Company_054,Student_0217,J0193,Company Shortlisted,Finance,Central,5,2,Applied,13.4,11.66,Yes
E00277,2025-03-24 22:31:03.105,Company_008,Student_0119,J0051,Student Applied,Data Analysis,West,3,2,Applied,34.5,10.45,Yes
E00278,2025-03-25 05:43:46.377,Company_027,Student_0229,J0181,Student Applied,Power Bi,Central,3,3,Applied,7.5,7.41,Yes
E00279,2025-03-25 12:56:29.649,Company_027,Student_0028,J0036,Student Applied,Tableau,East,3,10,Pending,45.4,8.56,Yes
E00280,2025-03-25 20:09:12.922,Company_021,Student_0202,J0115,Student Applied,Finance,West,5,7,Pending,40.1,3.78,Yes
E00281,2025-03-26 03:21:56.194,Company_030,Student_0039,J0026,Company Posted,Java,Central,2,2,Applied,29.9,7.75,Yes
E00282,2025-03-26 10:34:39.466,Company_028,Student_0185,J0029,Company Posted,Marketing,North,3,1,Rejected,38.0,5.74,Yes
E00283,2025-03-26 17:47:22.738,Company_064,Student_0017,J0149,Company Posted,Excel,West,0,6,Applied,64.7,6.04,Yes
E00284,2025-03-27 01:00:06.010,Company_069,Student_0231,J0011,Student Applied,Marketing,North,4,9,Rejected,14.9,9.21,No
E00285,2025-03-27 08:12:49.282,Company_061,Student_0086,J0040,Company Posted,Finance,South,4,3,Rejected,2.6,3.74,Yes
E00286,2025-03-27 15:25:32.554,Company_048,Student_0218,J0011,Student Applied,Java,West,1,6,Pending,62.2,4.16,Yes
E00287,2025-03-27 22:38:15.826,Company_019,Student_0126,J0164,Company Shortlisted,Data Analysis,North,1,3,Applied,42.0,11.13,Yes
E00288,2025-03-28 05:50:59.098,Company_004,Student_0044,J0113,Company Posted,Java,East,5,1,Rejected,64.2,1.15,Yes
E00289,2025-03-28 13:03:42.371,Company_035,Student_0025,J0187,Student Applied,Data Analysis,East,5,5,Applied,43.4,6.08,Yes
E00290,2025-03-28 20:16:25.643,Company_064,Student_0145,J0039,Student Applied,Power Bi,South,4,10,Pending,58.5,11.0,No
E00291,2025-03-29 03:29:08.915,Company_049,Student_0013,J0054,Company Shortlisted,Finance,West,0,4,Applied,31.5,7.52,Yes
E00292,2025-03-29 10:41:52.187,Company_017,Student_0212,J0098,Company Posted,Power Bi,West,2,7,Shortlisted,54.2,6.78,Yes
E00293,2025-03-29 17:54:35.459,Company_044,Student_0025,J0055,Student Applied,Sql,West,2,6,Shortlisted,65.8,3.37,Yes
E00294,2025-03-30 01:07:18.731,Company_030,Student_0068,J0111,Company Shortlisted,Data Analysis,South,5,10,Rejected,41.6,4.45,Yes
E00295,2025-03-30 08:20:02.003,Company_046,Student_0138,J0152,Company Shortlisted,Tableau,West,0,7,Applied,13.8,10.3,Yes
E00296,2025-03-30 15:32:45.275,Company_006,Student_0067,J0150,Student Applied,Power Bi,East,5,5,Pending,20.1,6.93,Yes
E00297,2025-03-30 22:45:28.548,Company_037,Student_0233,J0069,Student Applied,Sql,North,2,4,Applied,15.1,6.42,No
E00298,2025-03-31 05:58:11.820,Company_024,Student_0109,J0056,Student Applied,Python,East,5,7,Shortlisted,18.5,1.65,Yes
E00299,2025-03-31 13:10:55.092,Company_046,Student_0146,J0033,Company Shortlisted,Marketing,East,3,7,Applied,22.8,0.68,No
E00300,2025-03-31 20:23:38.364,Company_053,Student_0111,J0036,Student Applied,Java,North,5,6,Applied,40.4,11.58,Yes
E00301,2025-04-01 03:36:21.636,Company_060,Student_0228,J0148,Company Posted,Sql,East,4,8,Shortlisted,42.7,4.84,Yes
E00302,2025-04-01 10:49:04.908,Company_063,Student_0111,J0211,Company Shortlisted,Finance,South,5,4,Applied,31.3,7.44,Yes
E00303,2025-04-01 18:01:48.180,Company_032,Student_0214,J0081,Student Applied,Power Bi,North,4,10,Applied,44.7,1.42,Yes
E00304,2025-04-02 01:14:31.452,Company_033,Student_0034,J0190,Student Applied,Finance,Unknown,0,5,Applied,6.8,8.36,Yes
E00305,2025-04-02 08:27:14.725,Company_067,Student_0111,J0109,Company Posted,Marketing,Central,2,4,Applied,7.2,11.22,No
E00306,2025-04-02 15:39:57.997,Company_018,Student_0008,J0201,Student Applied,Tableau,East,1,1,Rejected,13.2,7.12,Yes
E00307,2025-04-02 22:52:41.269,Company_025,Student_0168,J0154,Student Applied,Finance,South,1,8,Pending,37.8,1.95,Yes
E00308,2025-04-03 06:05:24.541,Company_054,Student_0113,J0194,Student Applied,Data Analysis,West,2,1,Applied,16.2,7.19,Yes
E00309,2025-04-03 13:18:07.813,Company_058,Student_0236,J0073,Company Posted,Tableau,East,1,5,Applied,21.1,9.31,Yes
E00310,2025-04-03 20:30:51.085,Company_067,Student_0083,J0201,Student Applied,Tableau,West,5,6,Applied,29.4,5.17,Yes
E00311,2025-04-04 03:43:34.357,Company_046,Student_0042,J0040,Company Shortlisted,Sql,Central,0,6,Applied,58.6,10.62,No
E00312,2025-04-04 10:56:17.629,Company_024,Student_0169,J0017,Company Posted,Tableau,East,0,5,Rejected,2.0,7.96,No
E00313,2025-04-04 18:09:00.902,Company_032,Student_0101,J0129,Company Shortlisted,Excel,North,2,3,Shortlisted,47.1,10.84,Yes
E00314,2025-04-05 01:21:44.174,Company_047,Student_0006,J0217,Student Applied,Marketing,West,1,5,Applied,48.5,7.67,Yes
E00315,2025-04-05 08:34:27.446,Company_023,Student_0180,J0061,Company Shortlisted,Tableau,Central,5,8,Applied,57.7,2.01,Yes
E00316,2025-04-05 15:47:10.718,Company_066,Student_0026,J0171,Company Shortlisted,Finance,North,0,2,Applied,67.2,4.06,Yes
E00317,2025-04-05 22:59:53.990,Company_027,Student_0064,J0104,Student Applied,Python,North,0,6,Rejected,2.4,2.82,Yes
E00318,2025-04-06 06:12:37.262,Company_002,Student_0226,J0042,Student Applied,Excel,North,3,9,Pending,11.9,10.95,No
E00319,2025-04-06 13:25:20.534,Company_017,Student_0187,J0025,Company Shortlisted,Excel,North,3,8,Applied,63.9,9.24,Yes
E00320,2025-04-06 20:38:03.806,Company_033,Student_0184,J0039,Student Applied,Data Analysis,East,0,8,Applied,33.6,8.28,Yes
E00321,2025-04-07 03:50:47.078,Company_009,Student_0059,J0035,Company Posted,Tableau,East,2,8,Pending,41.1,3.96,Yes
E00322,2025-04-07 11:03:30.351,Company_043,Student_0109,J0131,Student Applied,Data Analysis,East,4,7,Pending,48.1,2.62,Yes
E00323,2025-04-07 18:16:13.623,Company_048,Student_0198,J0108,Company Shortlisted,Data Analysis,Central,4,8,Applied,49.2,9.2,Yes
E00324,2025-04-08 01:28:56.895,Company_039,Student_0229,J0172,Student Applied,Python,Central,5,6,Applied,67.2,5.95,Yes
E00325,2025-04-08 08:41:40.167,Company_042,Student_0121,J0179,Company Shortlisted,Sql,Central,0,2,Applied,71.8,3.1,Yes
E00326,2025-04-08 15:54:23.439,Company_026,Student_0033,J0102,Student Applied,Tableau,South,0,2,Shortlisted,52.1,7.59,Yes
E00327,2025-04-08 23:07:06.711,Company_050,Student_0181,J0098,Company Shortlisted,Power Bi,Central,0,8,Applied,21.4,0.96,Yes
E00328,2025-04-09 06:19:49.983,Company_025,Student_0150,J0012,Company Posted,Data Analysis,East,2,1,Applied,63.5,4.25,Yes
E00329,2025-04-09 13:32:33.255,Company_024,Student_0021,J0019,Student Applied,Marketing,East,3,6,Shortlisted,4.5,5.89,Yes
E00330,2025-04-09 20:45:16.528,Company_013,Student_0198,J0101,Company Posted,Java,South,0,6,Applied,17.4,2.2,Yes
E00331,2025-04-10 03:57:59.800,Company_060,Student_0070,J0044,Company Posted,Marketing,South,0,4,Rejected,64.7,11.82,No
E00332,2025-04-10 11:10:43.072,Company_007,Student_0247,J0187,Student Applied,Python,Central,1,10,Applied,19.2,2.9,Yes
E00333,2025-04-10 18:23:26.344,Company_057,Student_0112,J0049,Student Applied,Python,West,2,3,Applied,16.7,2.0,No
E00334,2025-04-11 01:36:09.616,Company_036,Student_0004,J0189,Student Applied,Finance,South,5,3,Shortlisted,10.8,2.84,Yes
E00335,2025-04-11 08:48:52.888,Company_045,Student_0094,J0017,Student Applied,Sql,North,0,1,Applied,62.0,9.34,Yes
E00336,2025-04-11 16:01:36.160,Company_020,Student_0075,J0074,Student Applied,Data Analysis,East,1,3,Pending,36.5,5.39,Yes
E00337,2025-04-11 23:14:19.432,Company_065,Student_0190,J0057,Company Posted,Marketing,North,4,4,Shortlisted,48.9,7.0,Yes
E00338,2025-04-12 06:27:02.705,Company_008,Student_0062,J0055,Student Applied,Java,East,5,5,Applied,18.0,0.74,No
E00339,2025-04-12 13:39:45.977,Company_016,Student_0094,J0047,Company Posted,Python,East,0,3,Rejected,54.8,0.9,Yes
E00340,2025-04-12 20:52:29.249,Company_014,Student_0095,J0012,Company Posted,Python,South,0,6,Applied,55.0,5.63,No
E00341,2025-04-13 04:05:12.521,Company_076,Student_0152,J0062,Student Applied,Sql,South,1,5,Pending,23.2,9.89,Yes
E00342,2025-04-13 11:17:55.793,Company_015,Student_0055,J0080,Student Applied,Java,North,2,3,Applied,30.2,10.68,Yes
E00343,2025-04-13 18:30:39.065,Company_066,Student_0137,J0216,Student Applied,Java,East,0,6,Shortlisted,15.9,1.5,No
E00344,2025-04-14 01:43:22.337,Company_032,Student_0247,J0083,Student Applied,Sql,North,4,6,Applied,70.3,6.69,Yes
E00345,2025-04-14 08:56:05.609,Company_063,Student_0131,J0008,Student Applied,Python,West,0,8,Shortlisted,35.4,11.0,Yes
E00346,2025-04-14 16:08:48.881,Company_051,Student_0243,J0149,Company Shortlisted,Tableau,North,4,2,Rejected,67.4,4.96,Yes
E00347,2025-04-14 23:21:32.154,Company_025,Student_0031,J0081,Student Applied,Tableau,Central,5,1,Rejected,22.5,10.04,No
E00348,2025-04-15 06:34:15.426,Company_058,Student_0040,J0215,Student Applied,Sql,Unknown,5,4,Applied,56.5,2.04,No
E00349,2025-04-15 13:46:58.698,Company_063,Student_0229,J0118,Company Posted,Java,Central,3,7,Applied,55.4,11.26,Yes
E00350,2025-04-15 20:59:41.970,Company_062,Student_0036,J0208,Student Applied,Data Analysis,Central,3,10,Rejected,50.1,9.14,Yes
E00351,2025-04-16 04:12:25.242,Company_022,Student_0152,J0198,Student Applied,Sql,Central,4,3,Pending,69.6,11.33,Yes
E00352,2025-04-16 11:25:08.514,Company_058,Student_0223,J0200,Student Applied,Sql,West,2,3,Applied,28.9,8.28,Yes
E00353,2025-04-16 18:37:51.786,Company_058,Student_0006,J0025,Student Applied,Excel,North,0,5,Shortlisted,10.3,4.68,Yes
E00354,2025-04-17 01:50:35.058,Company_049,Student_0066,J0210,Student Applied,Marketing,North,0,5,Applied,48.7,11.29,Yes
E00355,2025-04-17 09:03:18.331,Company_052,Student_0212,J0089,Student Applied,Java,West,3,10,Pending,52.8,3.67,Yes
E00356,2025-04-17 16:16:01.603,Company_042,Student_0220,J0012,Student Applied,Finance,East,4,3,Applied,41.8,4.32,Yes
E00357,2025-04-17 23:28:44.875,Company_070,Student_0075,J0143,Company Shortlisted,Finance,South,0,9,Applied,15.7,8.56,Yes
E00358,2025-04-18 06:41:28.147,Company_015,Student_0004,J0059,Student Applied,Java,North,0,4,Rejected,36.8,9.3,Yes
E00359,2025-04-18 13:54:11.419,Company_054,Student_0079,J0154,Company Shortlisted,Excel,South,2,3,Applied,23.2,11.19,Yes
E00360,2025-04-18 21:06:54.691,Company_060,Student_0134,J0109,Company Posted,Excel,West,1,2,Shortlisted,31.4,2.86,Yes
E00361,2025-04-19 04:19:37.963,Company_008,Student_0118,J0026,Company Posted,Python,East,3,10,Shortlisted,46.8,9.68,Yes
E00362,2025-04-19 11:32:21.235,Company_053,Student_0113,J0047,Company Posted,Marketing,East,3,9,Applied,53.9,8.99,Yes
E00363,2025-04-19 18:45:04.508,Company_060,Student_0094,J0032,Student Applied,Tableau,East,1,4,Applied,17.5,1.23,Yes
E00364,2025-04-20 01:57:47.780,Company_005,Student_0248,J0010,Company Shortlisted,Power Bi,West,0,3,Shortlisted,29.8,4.95,No
E00365,2025-04-20 09:10:31.052,Company_068,Student_0230,J0016,Company Posted,Power Bi,Central,2,7,Applied,20.1,3.75,No
E00366,2025-04-20 16:23:14.324,Company_006,Student_0179,J0199,Company Shortlisted,Power Bi,Central,2,8,Shortlisted,15.1,4.0,Yes
E00367,2025-04-20 23:35:57.596,Company_047,Student_0062,J0145,Company Posted,Java,South,3,2,Rejected,56.6,11.8,Yes
E00368,2025-04-21 06:48:40.868,Company_055,Student_0185,J0151,Company Shortlisted,Finance,Central,2,7,Rejected,65.6,7.89,Yes
E00369,2025-04-21 14:01:24.140,Company_040,Student_0194,J0026,Student Applied,Finance,Central,5,5,Applied,27.3,8.75,No
E00370,2025-04-21 21:14:07.412,Company_052,Student_0079,J0213,Company Posted,Tableau,East,1,5,Applied,54.3,11.73,Yes
E00371,2025-04-22 04:26:50.684,Company_016,Student_0203,J0086,Student Applied,Java,East,0,3,Applied,64.7,4.84,Yes
E00372,2025-04-22 11:39:33.957,Company_013,Student_0136,J0135,Company Posted,Power Bi,South,5,5,Applied,61.1,9.72,No
E00373,2025-04-22 18:52:17.229,Company_030,Student_0026,J0014,Company Posted,Data Analysis,North,1,2,Applied,14.0,5.5,Yes
E00374,2025-04-23 02:05:00.501,Company_019,Student_0179,J0079,Company Posted,Finance,South,4,4,Rejected,68.9,10.5,Yes
E00375,2025-04-23 09:17:43.773,Company_017,Student_0173,J0117,Company Shortlisted,Unknown,South,3,6,Applied,27.7,2.58,Yes
E00376,2025-04-23 16:30:27.045,Company_063,Student_0044,J0007,Student Applied,Sql,West,2,1,Applied,25.1,11.4,Yes
E00377,2025-04-23 23:43:10.317,Company_019,Student_0133,J0137,Company Posted,Data Analysis,West,4,10,Applied,5.4,3.02,No
E00378,2025-04-24 06:55:53.589,Company_058,Student_0070,J0115,Student Applied,Finance,South,2,4,Rejected,35.5,4.25,No
E00379,2025-04-24 14:08:36.861,Company_055,Student_0154,J0176,Student Applied,Excel,South,5,6,Applied,8.7,9.2,No
E00380,2025-04-24 21:21:20.134,Company_062,Student_0118,J0072,Company Posted,Finance,South,0,9,Shortlisted,18.6,5.03,No
E00381,2025-04-25 04:34:03.406,Company_023,Student_0068,J0059,Student Applied,Python,Central,0,2,Applied,23.5,7.49,Yes
E00382,2025-04-25 11:46:46.678,Company_009,Student_0019,J0215,Company Posted,Power Bi,West,0,7,Pending,58.4,5.61,Yes
E00383,2025-04-25 18:59:29.950,Company_012,Student_0212,J0082,Company Posted,Excel,South,2,6,Pending,63.2,9.04,Yes
E00384,2025-04-26 02:12:13.222,Company_001,Student_0225,J0116,Student Applied,Java,East,4,2,Applied,22.5,3.13,Yes
E00385,2025-04-26 09:24:56.494,Company_058,Student_0020,J0167,Company Posted,Unknown,East,0,8,Applied,62.0,1.17,Yes
E00386,2025-04-26 16:37:39.766,Company_001,Student_0113,J0146,Student Applied,Power Bi,Central,4,7,Applied,61.9,3.95,Yes
E00387,2025-04-26 23:50:23.038,Company_034,Student_0140,J0187,Student Applied,Unknown,Central,2,5,Applied,55.3,5.95,No
E00388,2025-04-27 07:03:06.311,Company_048,Student_0047,J0103,Company Posted,Data Analysis,North,5,5,Rejected,11.4,2.43,Yes
E00389,2025-04-27 14:15:49.583,Company_001,Student_0001,J0017,Student Applied,Sql,North,4,7,Rejected,50.0,4.58,Yes
E00390,2025-04-27 21:28:32.855,Company_016,Student_0090,J0014,Company Posted,Excel,North,5,9,Rejected,68.1,5.1,Yes
E00391,2025-04-28 04:41:16.127,Company_061,Student_0142,J0159,Company Shortlisted,Tableau,Central,2,9,Rejected,49.5,1.16,Yes
E00392,2025-04-28 11:53:59.399,Company_064,Student_0064,J0152,Student Applied,Excel,Central,2,9,Applied,24.5,7.21,Yes
E00393,2025-04-28 19:06:42.671,Company_063,Student_0038,J0108,Company Shortlisted,Finance,Central,3,6,Applied,36.5,10.67,Yes
E00394,2025-04-29 02:19:25.943,Company_069,Student_0037,J0188,Student Applied,Finance,East,2,10,Rejected,46.8,2.25,Yes
E00395,2025-04-29 09:32:09.215,Company_022,Student_0126,J0045,Company Posted,Finance,Central,2,6,Applied,37.3,7.37,No
E00396,2025-04-29 16:44:52.487,Company_067,Student_0139,J0098,Student Applied,Data Analysis,East,1,3,Rejected,9.5,8.14,No
E00397,2025-04-29 23:57:35.760,Company_076,Student_0100,J0131,Company Shortlisted,Power Bi,North,0,1,Applied,23.2,5.32,No
E00398,2025-04-30 07:10:19.032,Company_026,Student_0077,J0037,Student Applied,Tableau,North,3,7,Applied,58.0,8.56,Yes
E00399,2025-04-30 14:23:02.304,Company_016,Student_0235,J0171,Company Shortlisted,Tableau,North,3,4,Pending,62.2,5.22,Yes
E00400,2025-04-30 21:35:45.576,Company_051,Student_0003,J0168,Company Shortlisted,Finance,South,3,1,Applied,10.7,6.3,Yes
E00401,2025-05-01 04:48:28.848,Company_057,Student_0161,J0218,Company Posted,Marketing,South,1,8,Pending,68.6,0.58,Yes
E00402,2025-05-01 12:01:12.120,Company_029,Student_0134,J0183,Company Posted,Data Analysis,West,5,6,Pending,24.3,8.45,Yes
E00403,2025-05-01 19:13:55.392,Company_078,Student_0178,J0215,Student Applied,Finance,West,2,6,Rejected,48.0,8.11,Yes
E00404,2025-05-02 02:26:38.664,Company_069,Student_0248,J0108,Student Applied,Sql,West,0,2,Shortlisted,54.4,0.94,Yes
E00405,2025-05-02 09:39:21.937,Company_047,Student_0010,J0039,Company Shortlisted,Power Bi,South,4,1,Shortlisted,58.6,4.73,No
E00406,2025-05-02 16:52:05.209,Company_062,Student_0005,J0015,Company Shortlisted,Java,South,5,2,Pending,68.1,11.76,Yes
E00407,2025-05-03 00:04:48.481,Company_069,Student_0151,J0120,Student Applied,Sql,West,2,4,Applied,23.2,5.34,No
